artist,bpm,title,genre
Grateful Dead,130,Weather Report Suite: Prelude / Part 1 / Part 2: Let It Grow,Classic Rock
Grateful Dead,136,Uncle John's Band,Classic Rock
Grateful Dead,82,High Time,Classic Rock
Grateful Dead,153,Dire Wolf,Classic Rock
Grateful Dead,119,New Speedway Boogie,Classic Rock
Grateful Dead,118,Cumberland Blues,Classic Rock
Grateful Dead,115,Black Peter,Classic Rock
Grateful Dead,170,Easy Wind,Classic Rock
Grateful Dead,198,Casey Jones,Classic Rock
Great Grandpa,0,Sleep,Indie Rock
Great Grandpa,0,Never Rest,Indie Rock
Great Grandpa,0,Junior,Indie Rock
Great Grandpa,0,Emma,Indie Rock
Great Grandpa,0,Ladybug,Indie Rock
Great Grandpa,0,Kiss the Dice,Indie Rock
Great Grandpa,0,Doom,Indie Rock
Great Grandpa,0,Task,Indie Rock
Great Grandpa,0,Top Gun,Indie Rock
Great Grandpa,0,"Patience, Moonbeam",Indie Rock
Great Grandpa,0,Ephemera,Indie Rock
Great Grandpa,0,Kid,Indie Rock
Great Lake Swimmers,0,Your Rocky Spine,Classic Rock
Great Lake Swimmers,109,Backstage with the Modern Dancers,Classic Rock
Great Lake Swimmers,119,Catcher Song,Classic Rock
Great Lake Swimmers,113,Changing Colours,Classic Rock
Great Lake Swimmers,110,There Is a Light,Classic Rock
Great Lake Swimmers,118,Put There by the Land,Classic Rock
Great Lake Swimmers,113,I Am Part of a Large Family,Classic Rock
Great Lake Swimmers,112,Where in the World Are You,Classic Rock
Great Lake Swimmers,118,Passenger Song,Classic Rock
Great Lake Swimmers,94,I Became Awake,Classic Rock
Green Day,182,Burnout,Punk Rock
Green Day,179,Having a Blast,Punk Rock
Green Day,90,Chump,Punk Rock
Green Day,141,Longview,Punk Rock
Green Day,179,Welcome to Paradise,Punk Rock
Green Day,127,Pulling Teeth,Punk Rock
Green Day,175,Basket Case,Punk Rock
Green Day,185,She,Punk Rock
Green Day,181,Sassafras Roots,Punk Rock
Green Day,193,When I Come Around,Punk Rock
Green Day,171,Coming Clean,Punk Rock
Green Day,178,Emenius Sleepus,Punk Rock
Green Day,137,In the End,Punk Rock
Green Day,164,F.O.D.,Punk Rock
Green Day,116,All by Myself,Punk Rock
Jacques Greene,128,The Look (Koreless Remix),Indie Rock
The Greenhornes,154,Unnatural Habitat,Jazz
The Greenhornes feat. Holly Golightly,107,There Is an End,Jazz
The Griswolds,170,16 Years,Indietronica
The Griswolds,181,Right on Track,Indietronica
The Griswolds,130,Beware the Dog,Indietronica
The Griswolds,116,If You Wanna Stay,Indietronica
The Griswolds,0,Down and Out,Indietronica
The Griswolds,106,Be Impressive,Indietronica
The Griswolds,100,Live This Nightmare,Indietronica
The Griswolds,0,America,Indietronica
The Griswolds,157,Thread the Needle,Indietronica
The Griswolds,101,Aurora Borealis,Indietronica
The Griswolds,101,Not Ready Anymore,Indietronica
Nitty Gritty,0,Run Down The World,Dub
Grizzly Bear,0,Deep Sea Diver,Lo-Fi
Grizzly Bear,0,Don’t Ask,Lo-Fi
Grizzly Bear,0,Alligator,Lo-Fi
Grizzly Bear,0,Campfire,Lo-Fi
Grizzly Bear,0,Shift,Lo-Fi
Grizzly Bear,0,Disappearing Act,Lo-Fi
Grizzly Bear,0,Fix It,Lo-Fi
Grizzly Bear,0,Merge,Lo-Fi
Grizzly Bear,0,Showcase,Lo-Fi
Grizzly Bear,0,Eavesdropping,Lo-Fi
Grizzly Bear,0,Service Bell,Lo-Fi
Grizzly Bear,0,This Song,Lo-Fi
Grizzly Bear,134,Wasted Acres,Neo-Psychedelia
Grizzly Bear,128,Mourning Sound,Neo-Psychedelia
Grizzly Bear,160,Four Cypresses,Neo-Psychedelia
Grizzly Bear,109,Three Rings,Neo-Psychedelia
Grizzly Bear,95,Losing All Sense,Neo-Psychedelia
Grizzly Bear,160,Aquarian,Neo-Psychedelia
Grizzly Bear,187,Cut‐Out,Neo-Psychedelia
Grizzly Bear,140,Glass Hillside,Neo-Psychedelia
Grizzly Bear,179,Neighbors,Neo-Psychedelia
Grizzly Bear,90,Systole,Neo-Psychedelia
Grizzly Bear,114,Sky Took Hold,Neo-Psychedelia
Grizzly Bear,106,Sleeping Ute,Indie Rock
Grizzly Bear,195,Speak in Rounds,Indie Rock
Grizzly Bear,109,Adelma,Indie Rock
Grizzly Bear,136,Yet Again,Indie Rock
Grizzly Bear,128,The Hunt,Indie Rock
Grizzly Bear,113,A Simple Answer,Indie Rock
Grizzly Bear,91,What’s Wrong?,Indie Rock
Grizzly Bear,117,Gun‐Shy,Indie Rock
Grizzly Bear,170,Half Gate,Indie Rock
Grizzly Bear,72,Sun in Your Eyes,Indie Rock
Grizzly Bear,118,Smothering Green,Lo-Fi
Grizzly Bear,139,Listen and Wait,Lo-Fi
Grizzly Bear,114,Will Calls (Marfa demo),Lo-Fi
Grizzly Bear,108,Sleeping Ute (Nicolas Jaar remix),Lo-Fi
Grizzly Bear,113,A Simple Answer (Liars remix),Lo-Fi
Grizzly Bear,117,gun-shy (Lindstrøm remix),Lo-Fi
Grizzly Bear,158,Sorry for the Delay,Indie Rock
Grizzly Bear,148,Sure Thing,Indie Rock
Grizzly Bear,98,A Leader Always Carries a Stick,Indie Rock
Grizzly Bear,103,Particular to What?,Indie Rock
Grizzly Bear,120,August March,Indie Rock
Grizzly Bear,140,Owner of a Lonely Heart,Indie Rock
Grizzly Bear,71,Fragments,Indie Rock
Grizzly Bear,194,Southern Point,Indie Rock
Grizzly Bear,159,Two Weeks,Indie Rock
Grizzly Bear,150,All We Ask,Indie Rock
Grizzly Bear,118,Fine for Now,Indie Rock
Grizzly Bear,96,Cheerleader,Indie Rock
Grizzly Bear,130,Dory,Indie Rock
Grizzly Bear,152,"Ready, Able",Indie Rock
Grizzly Bear,152,About Face,Indie Rock
Grizzly Bear,128,Hold Still,Indie Rock
Grizzly Bear,160,While You Wait for the Others,Indie Rock
Grizzly Bear,124,I Live With You,Indie Rock
Grizzly Bear,156,Foreground,Indie Rock
Grizzly Bear,175,Easier,Indie Folk
Grizzly Bear,126,Lullabye,Indie Folk
Grizzly Bear,92,Knife,Indie Folk
Grizzly Bear,168,Little Brother,Indie Folk
Grizzly Bear,109,Plans,Indie Folk
Grizzly Bear,93,"On a Neck, on a Spit",Indie Folk
Grizzly Bear,81,Colorado,Indie Folk
Grouper,0,Disengaged,Ambient
Grouper,0,Heavy Water / I'd Rather Be Sleeping,Ambient
Grouper,0,Stuck,Ambient
Grouper,0,When We Fall,Ambient
Grouper,0,Traveling Through a Sea,Ambient
Grouper,0,Fishing Bird (Empty Gutted in the Evening Breeze),Ambient
Grouper,0,Invisible,Ambient
Grouper,0,I'm Dragging a Dead Deer Up a Hill,Ambient
Grouper,0,A Cover Over,Ambient
Grouper,0,Wind and Snow,Ambient
Grouper,0,Tidal Wave,Ambient
Grouper,0,We've All Gone to Sleep,Ambient
The Growlers,0,Big Toe,Lo-Fi
The Growlers,0,Black Memories,Lo-Fi
The Growlers,0,Chinese Fountain,Lo-Fi
The Growlers,0,Dull Boy,Lo-Fi
The Growlers,0,Good Advice,Lo-Fi
The Growlers,0,Going Gets Tough,Lo-Fi
The Growlers,0,Magnificent Sadness,Lo-Fi
The Growlers,0,Love Test,Lo-Fi
The Growlers,0,Not the Man,Lo-Fi
The Growlers,0,Rare Hearts,Lo-Fi
The Growlers,0,Purgatory Drive,Lo-Fi
The Growlers,0,City Club,Surf Rock
The Growlers,0,I’ll Be Around,Surf Rock
The Growlers,0,Vacant Lot,Surf Rock
The Growlers,0,Night Ride,Surf Rock
The Growlers,0,Dope on a Rope,Surf Rock
The Growlers,0,When You Were Made,Surf Rock
The Growlers,0,Rubber & Bone,Surf Rock
The Growlers,0,The Daisy Chain,Surf Rock
The Growlers,0,World Unglued,Surf Rock
The Growlers,0,Neverending Line,Surf Rock
The Growlers,0,Too Many Times,Surf Rock
The Growlers,0,Blood of a Mutt,Surf Rock
The Growlers,0,Speed Living,Surf Rock
The Growlers,121,Monotonia,Surf Rock
Grupo Guinda & Claudio Morán,145,Por favor olvídame,Cumbia
Grupo Génesis,108,Vuela cóndor vuela,Cumbia
Grupo Génesis,106,Cúrame la herida,Cumbia
Grupo Maravilla,210,Antahuara,Cumbia
Grupo Maravilla,100,Sarita colonia,Cumbia
Guayacán Orquesta,0,Te amo te extraño (sinfónico),Salsa
Guayacán Orquesta,0,Extraño tu amor (sinfónico),Salsa
Guayacán Orquesta,0,Cada día que pasa (sinfónico),Salsa
Guayacán Orquesta,0,Mujer de carne y hueso (sinfónico),Salsa
Guayacán Orquesta,0,Vete (sinfónico),Salsa
Guayacán Orquesta,0,Un vestido bonito (sinfónico),Salsa
Guayacán Orquesta,0,Carro de fuego (sinfónico),Salsa
Guayacán Orquesta,0,Torero (sinfónico),Salsa
Guayacán Orquesta,0,Cuando hablan las miradas (sinfónico),Salsa
Guayacán Orquesta,0,Amor traicionero (sinfónico),Salsa
Guayacán Orquesta,0,"Oiga, mire, vea (sinfónico)",Salsa
Guayacán Orquesta,0,Amor a cuentagotas (sinfónico),Salsa
Guayacán Orquesta,0,Guaguancó callejero (sinfónico),Salsa
Guayacán Orquesta,0,Navidad (sinfónico),Salsa
Guayacán Orquesta,0,Pasodobles (sinfónico),Salsa
Guayacán Orquesta,0,Cocorobé (sinfónico),Salsa
Guerilla Toss,0,Cannibal Capital,Noise Pop
Guerilla Toss,0,Famously Alive,Noise Pop
Guerilla Toss,0,Live Exponential,Noise Pop
Guerilla Toss,0,Mermaid Airplane,Noise Pop
Guerilla Toss,0,Wild Fantasy,Noise Pop
Guerilla Toss,0,Pyramid Humm,Noise Pop
Guerilla Toss,0,Excitable Girls,Noise Pop
Guerilla Toss,0,I Got Spirit,Noise Pop
Guerilla Toss,0,Happy Me,Noise Pop
Guerilla Toss,0,Heathen in Me,Noise Pop
Guerilla Toss,140,Betty Dreams of Green Men,Dance-Punk
Guerilla Toss,190,Can I Get the Real Stuff,Dance-Punk
Guerilla Toss,99,Crystal Run,Dance-Punk
Guerilla Toss,124,TV Do Tell,Dance-Punk
Guerilla Toss,172,The String Game,Dance-Punk
Guerilla Toss,95,Skull Pop,Dance-Punk
Guerilla Toss,137,Dog in the Mirror,Dance-Punk
Guerilla Toss,83,Dose Rate,Dance-Punk
Tommy Guerrero,169,Blue Masses,Downtempo
Tommy Guerrero,112,Four Trk Samba,Downtempo
Tommy Guerrero,143,Tiny,Downtempo
Tommy Guerrero,182,Numb Milleneum,Downtempo
Tommy Guerrero,168,100 Years,Downtempo
Tommy Guerrero,104,Pescadito,Downtempo
Tommy Guerrero,170,Azucar,Downtempo
Tommy Guerrero,178,Flux and Meter,Downtempo
Tommy Guerrero,126,It's Raining Again,Downtempo
Tommy Guerrero,145,Today Like Everyday,Downtempo
Tommy Guerrero,100,Soul Miner,Downtempo
Tommy Guerrero,100,As The Sea Holds Creatures Vast and True,Downtempo
Tommy Guerrero,171,So Blue It's Black,Downtempo
Tommy Guerrero,130,Little Chin,Downtempo
Tommy Guerrero,108,Black Dust,Downtempo
Tommy Guerrero,112,The Gunslinger,Downtempo
Tommy Guerrero,178,The Stranger,Downtempo
Tommy Guerrero,91,Loco's Lament,Downtempo
Tommy Guerrero,164,The Lone Pistolero,Downtempo
Tommy Guerrero,188,The Man From Califas,Downtempo
Tommy Guerrero,90,Handful of Hell,Downtempo
Tommy Guerrero,93,The Last Stand,Downtempo
Tommy Guerrero,157,Sticks of Fury,Downtempo
Tommy Guerrero,165,El bandito,Downtempo
Tommy Guerrero,116,Phantom Rider,Downtempo
Tommy Guerrero,162,Hombre sin nombre,Downtempo
Tommy Guerrero,178,Duel in the Dust,Downtempo
Tommy Guerrero,99,Valle de la Muerte,Downtempo
Tommy Guerrero,95,Malas tierras,Downtempo
Tommy Guerrero,156,The Viper,Downtempo
Tommy Guerrero,157,Specter City,Downtempo
Guided by Voices,0,A Salty Salute,Indie Rock
Guided by Voices,0,Evil Speakers,Indie Rock
Guided by Voices,0,Watch Me Jumpstart,Indie Rock
Guided by Voices,0,They're Not Witches,Indie Rock
Guided by Voices,0,"As We Go Up, We Go Down",Indie Rock
Guided by Voices,0,(I Wanna Be a) Dumbcharger,Indie Rock
Guided by Voices,0,Game of Pricks,Indie Rock
Guided by Voices,0,The Ugly Vision,Indie Rock
Guided by Voices,0,A Good Flying Bird,Indie Rock
Guided by Voices,0,Cigarette Tricks,Indie Rock
Guided by Voices,0,Pimple Zoo,Indie Rock
Guided by Voices,0,Big Chief Chinese Restaurant,Indie Rock
Guided by Voices,0,Closer You Are,Indie Rock
Guided by Voices,0,Auditorium,Indie Rock
Guided by Voices,0,Motor Away,Indie Rock
Guided by Voices,0,Hit,Indie Rock
Guided by Voices,0,My Valuable Hunting Knife,Indie Rock
Guided by Voices,0,Gold Hick,Indie Rock
Guided by Voices,0,King and Caroline,Indie Rock
Guided by Voices,0,Striped White Jets,Indie Rock
Guided by Voices,0,Ex-Supermodel,Indie Rock
Guided by Voices,0,Blimps Go 90,Indie Rock
Guided by Voices,0,Strawdogs,Indie Rock
Guided by Voices,0,Chicken Blows,Indie Rock
Guided by Voices,0,Little Whirl,Indie Rock
Guided by Voices,0,My Son Cool,Indie Rock
Guided by Voices,0,Always Crush Me,Indie Rock
Guided by Voices,0,Alright,Indie Rock
Guided by Voices,126,Hardcore UFO's,Lo-Fi
Guided by Voices,125,Buzzards and Dreadful Crows,Lo-Fi
Guided by Voices,114,Tractor Rape Chain,Lo-Fi
Guided by Voices,166,The Goldheart Mountaintop Queen Directory,Lo-Fi
Guided by Voices,113,Hot Freaks,Lo-Fi
Guided by Voices,111,Smothered in Hugs,Lo-Fi
Guided by Voices,132,Yours to Keep,Lo-Fi
Guided by Voices,131,Echos Myron,Lo-Fi
Guided by Voices,138,Gold Star for Robot Boy,Lo-Fi
Guided by Voices,160,Awful Bliss,Lo-Fi
Guided by Voices,118,Mincer Ray,Lo-Fi
Guided by Voices,111,A Big Fan of the Pigpen,Lo-Fi
Guided by Voices,111,Queen of Cans and Jars,Lo-Fi
Guided by Voices,164,Her Psychology Today,Lo-Fi
Guided by Voices,160,Kicker of Elves,Lo-Fi
Guided by Voices,131,Ester's Day,Lo-Fi
Guided by Voices,126,Demons Are Real,Lo-Fi
Guided by Voices,115,I Am a Scientist,Lo-Fi
Guided by Voices,120,Peep-Hole,Lo-Fi
Guided by Voices,94,You're Not an Airplane,Lo-Fi
Steve Gunn,0,New Moon,Americana
Steve Gunn,0,Vagabond,Americana
Steve Gunn,0,Chance,Americana
Steve Gunn,0,Stonehurst Cowboy,Americana
Steve Gunn,0,Luciano,Americana
Steve Gunn,0,New Familiar,Americana
Steve Gunn,0,Lightning Field,Americana
Steve Gunn,0,Morning Is Mended,Americana
Steve Gunn,0,Paranoid,Americana
Steve Gunn & Bridget St. John,0,Rabbit Hills,Soul
Guns N’ Roses,123,Welcome to the Jungle,Hard Rock
Guns N’ Roses,124,Sweet Child O' Mine,Hard Rock
Guns N’ Roses,0,Shadow of Your Love,Hard Rock
Guns N’ Roses,118,Patience,Hard Rock
Guns N’ Roses,100,Paradise City,Hard Rock
Guns N’ Roses,132,Knockin' on Heaven's Door,Hard Rock
Guns N’ Roses,140,Civil War,Hard Rock
Guns N’ Roses,150,You Could Be Mine,Hard Rock
Guns N’ Roses,124,Don't Cry (original),Hard Rock
Guns N’ Roses,156,November Rain,Hard Rock
Guns N’ Roses,152,Live and Let Die,Hard Rock
Guns N’ Roses,171,Yesterdays,Hard Rock
Guns N’ Roses,117,Ain't It Fun,Hard Rock
Guns N’ Roses,105,Since I Don't Have You,Hard Rock
Guns N’ Roses,107,Sympathy for the Devil,Hard Rock
H.P. Lovecraft,130,Wayfaring Stranger,Classic Rock
H.P. Lovecraft,94,Let's Get Together,Classic Rock
H.P. Lovecraft,87,I've Been Wrong Before,Classic Rock
H.P. Lovecraft,141,The Drifter,Classic Rock
H.P. Lovecraft,130,That's the Bag I'm In,Classic Rock
H.P. Lovecraft,145,The White Ship,Classic Rock
H.P. Lovecraft,121,Country Boy and Bleeker Street,Classic Rock
H.P. Lovecraft,149,Time Machine,Classic Rock
H.P. Lovecraft,98,That's How Much I Love You Baby (More or Less),Classic Rock
H.P. Lovecraft,164,Gloria Patria,Classic Rock
Girma Hadgu,161,Ené Alantchi Alnorem (I Can't Live Without You),Jazz
Emily Haines & The Soft Skeleton,98,Our Hell,Indie Rock
Emily Haines & The Soft Skeleton,132,Doctor Blind,Indie Rock
Emily Haines & The Soft Skeleton,134,Crowd Surf Off a Cliff,Indie Rock
Emily Haines & The Soft Skeleton,149,Detective Daughter,Indie Rock
Emily Haines & The Soft Skeleton,143,The Lottery,Indie Rock
Emily Haines & The Soft Skeleton,139,The Maid Needs a Maid,Indie Rock
Emily Haines & The Soft Skeleton,142,Mostly Waving,Indie Rock
Emily Haines & The Soft Skeleton,156,Reading in Bed,Indie Rock
Emily Haines & The Soft Skeleton,130,Nothing & Nowhere,Indie Rock
Emily Haines & The Soft Skeleton,138,The Last Page,Indie Rock
Emily Haines & The Soft Skeleton,128,Winning,Indie Rock
Bill Haley and His Comets,93,Rock This Joint Tonite,Rockabilly
Bill Haley and His Comets,94,Rock a Beatin’ Boogie,Rockabilly
Bill Haley and His Comets,130,Skinny Minnie,Rockabilly
Bill Haley and His Comets,101,Razzle Dazzle,Rockabilly
Bill Haley and His Comets,0,See You Later Alligator,Rockabilly
Bill Haley and His Comets,115,Saint's Rock & Roll,Rockabilly
Bill Haley and His Comets,136,Framed,Rockabilly
Bill Haley and His Comets,97,Shake Rattle & Roll,Rockabilly
Bill Haley and His Comets,168,Crazy Man Crazy,Rockabilly
Bill Haley and His Comets,0,Rock Around the Clock,Rockabilly
Half Pint,176,Brother Love,Reggae
Half Pint,146,Greetings,Reggae
Half Pint,149,Living Is Hard,Reggae
Half Pint,145,Heart Breaker,Reggae
Half Pint,159,Loving,Reggae
Half Pint,160,Don't Close the Door,Reggae
Half Pint,161,Sounds of Reality,Reggae
Half Pint,144,Jah Don't Love That,Reggae
Half Pint,177,Warn Them Marcus,Reggae
Half Pint,166,Get Ready,Reggae
Half Pint,162,Level the Vibes,Reggae
Half Pint,160,One Big Family,Reggae
Half Pint,150,Great Stone,Reggae
Half Pint,163,Long Lost Lover,Reggae
Half Pint,175,Too Late,Reggae
Half Pint,0,Money Man Skank,Dub
Matthew Halsall,0,Tracing Nature,Jazz
Matthew Halsall,0,Water Street,Jazz
Matthew Halsall,0,An Ever Changing View,Jazz
Matthew Halsall,0,Calder Shapes,Jazz
Matthew Halsall,0,"Mountains, Trees and Seas",Jazz
Matthew Halsall,0,Field of Vision,Jazz
Matthew Halsall,0,Jewels,Jazz
Matthew Halsall,0,Sunlight Reflection,Jazz
Matthew Halsall,0,Natural Movement,Jazz
Matthew Halsall,0,Triangles in the Sky,Jazz
Matthew Halsall,0,Colour Yes,Jazz
Matthew Halsall,0,Together,Jazz
Matthew Halsall,0,I’ve Found Joy,Jazz
Matthew Halsall,0,Mudita,Jazz
Matthew Halsall,0,I’ve Been Here Before,Jazz
Matthew Halsall,0,Me and You,Jazz
Matthew Halsall,0,It’s What We Do,Jazz
Matthew Halsall,0,Ai,Jazz
Herbie Hancock,109,Chameleon,Jazz
Herbie Hancock,148,Watermelon Man,Jazz
Herbie Hancock,144,Sly,Jazz
Herbie Hancock,117,Vein Melter,Jazz
Herbie Hancock,130,Watermelon Man,Jazz
Herbie Hancock,0,Three Bags Full,Jazz
Herbie Hancock,0,Empty Pockets,Jazz
Herbie Hancock,0,The Maze,Jazz
Herbie Hancock,0,Driftin',Jazz
Herbie Hancock,0,Alone and I,Jazz
Herbie Hancock,0,Watermelon Man (alternate take),Jazz
Herbie Hancock,0,Three Bags Full (alternate take),Jazz
Herbie Hancock,0,Empty Pockets (alternate take),Jazz
Hanson,0,MMMBop,Pop
Haramiler,135,Alın Yazısı,Rock
Haramiler,186,Ala Gözlerini,Rock
Haramiler,119,Çağır Beni,Rock
Haramiler,173,Nazlı Yarim,Rock
Haramiler,140,Kara Toprak,Rock
Haramiler,117,Mavi Duvar,Rock
Haramiler,145,Balıkçının Öyküsü,Rock
Haramiler,103,Drama Köprüsü,Rock
Haramiler,119,Yaşamak,Rock
Haramiler,0,Camdan Küre,Rock
Aldous Harding,0,Fixture Picture,Indie Folk
Aldous Harding,0,Designer,Indie Folk
Aldous Harding,0,Zoo Eyes,Indie Folk
Aldous Harding,0,Treasure,Indie Folk
Aldous Harding,0,The Barrel,Indie Folk
Aldous Harding,0,Damn,Indie Folk
Aldous Harding,0,Weight of the Planets,Indie Folk
Aldous Harding,0,Heaven is Empty,Indie Folk
Aldous Harding,0,Pilot,Indie Folk
Curtis Harding,156,Wednesday Morning Atonement,Soul
Curtis Harding,0,Face Your Fear,Soul
Curtis Harding,130,On and On,Soul
Curtis Harding,175,Go as You Are,Soul
Curtis Harding,143,Till the End,Soul
Curtis Harding,140,Need Your Love,Soul
Curtis Harding,110,Dream Girl,Soul
Curtis Harding,157,Welcome to My World,Soul
Curtis Harding,109,Ghost of You,Soul
Curtis Harding,173,Need My Baby,Soul
Curtis Harding,160,As I Am,Soul
Raymond Harper,0,Raining Outside,Ska
Donny Hathaway,82,Giving Up,Soul
Donny Hathaway,134,A Song for You,Soul
Donny Hathaway,102,Little Girl,Soul
Donny Hathaway,107,"He Ain’t Heavy, He’s My Brother",Soul
Donny Hathaway,96,Magnificent Sanctuary Band,Soul
Donny Hathaway,108,She Is My Lady,Soul
Donny Hathaway,142,I Believe in Music,Soul
Donny Hathaway,168,Take a Love Song,Soul
Donny Hathaway,94,Put Your Hand in the Hand (single version),Soul
Donny Hathaway,136,Be There,Soul
Donny Hathaway,92,This Christmas,Soul
Hauschka,0,Blue Bicycle,Contemporary Classical
Hauschka,0,Morgenrot,Contemporary Classical
Hauschka,0,Rode Null,Contemporary Classical
Hauschka,0,Freibad,Contemporary Classical
Hauschka,0,Barfuss Durch Gras,Contemporary Classical
Hauschka,0,Heimat,Contemporary Classical
Hauschka,0,Nadelwald,Contemporary Classical
Hauschka,0,Schönes Mädchen,Contemporary Classical
Hauschka,0,Eltern,Contemporary Classical
Hauschka,0,Alma,Contemporary Classical
Hauschka,0,Neuschnee,Contemporary Classical
Hauschka,0,Weeks of Rain,Contemporary Classical
Ethan Hawke & Maya Hawke,0,We Don’t Run,Soul
Charles Hayward,0,Thames Water Authority,
Hazel English,0,Other Lives,Rock
Hazel English,0,Fix,Rock
Hazel English,0,Birthday,Rock
Hazel English,0,Love Is Dead,Rock
Hazel English,0,More Like You,Rock
Hazel English,0,Never Going Home,Rock
Hazel English,0,Make It Better,Rock
Hazel English,0,Control,Rock
Hazel English,0,It's Not Real,Rock
Hazel English,0,I'm Fine,Rock
Hazel English,0,That Thing,Rock
The Head and the Heart,0,Cats and Dogs,Indie Folk
The Head and the Heart,0,Couer d’Alene,Indie Folk
The Head and the Heart,0,Ghosts,Indie Folk
The Head and the Heart,0,Down in the Valley,Indie Folk
The Head and the Heart,0,Rivers and Roads,Indie Folk
The Head and the Heart,0,Honey Come Home,Indie Folk
The Head and the Heart,0,Lost in My Mind,Indie Folk
The Head and the Heart,0,Winter Song,Indie Folk
The Head and the Heart,0,Sounds Like Hallelujah,Indie Folk
The Head and the Heart,0,Heaven Go Easy on Me,Indie Folk
Larry Heard Presents Chad White,128,The Sun Can't Compare (Long Version),Indie Rock
HeartsRevolution,112,Dance Till Dawn,Electronic
Heartworms,0,In the Beginning,Rock
Heartworms,0,Just to Ask a Dance,Rock
Heartworms,0,Jacked,Rock
Heartworms,0,Mad Catch,Rock
Heartworms,0,Extraordinary Wings,Rock
Heartworms,0,Warplane,Rock
Heartworms,0,Celebrate,Rock
Heartworms,0,Smugglers Adventure,Rock
Heartworms,0,Glutton for Punishment,Rock
Heatmiser,94,Get Lucky,Rock
Heatmiser,168,Plainclothes Man,Rock
Heatmiser,130,Low-Flying Jets,Rock
Heatmiser,164,Rest My Head Against the Wall,Rock
Heatmiser,100,The Fix Is In,Rock
Heatmiser,152,Eagle Eye,Rock
Heatmiser,146,Cruel Reminder,Rock
Heatmiser,105,You Gotta Move,Rock
Heatmiser,123,Pop in G,Rock
Heatmiser,148,Blue Highway,Rock
Heatmiser,172,See You Later,Rock
Heatmiser,176,Half Right,Rock
Tim Hecker,114,The Piano Drop,Ambient
Tim Hecker,114,In the Fog I,Ambient
Tim Hecker,120,In the Fog II,Ambient
Tim Hecker,121,In the Fog III,Ambient
Tim Hecker,173,No Drums,Ambient
Tim Hecker,102,Hatred of Music I,Ambient
Tim Hecker,102,Hatred of Music II,Ambient
Tim Hecker,124,"Analog Paralysis, 1978",Ambient
Tim Hecker,150,"Studio Suicide, 1980",Ambient
Tim Hecker,119,In the Air I,Ambient
Tim Hecker,128,In the Air II,Ambient
Tim Hecker,183,In the Air III,Ambient
Helium,106,Pat’s Trick,Indie Rock
Helium,147,Trixie’s Star,Indie Rock
Helium,96,Silver Angel,Indie Rock
Helium,207,Baby’s Going Underground,Indie Rock
Helium,158,Medusa,Indie Rock
Helium,194,Comet #9,Indie Rock
Helium,126,Skeleton,Indie Rock
Helium,98,Superball,Indie Rock
Helium,98,All the X’s Have Wings,Indie Rock
Helium,125,Oh the Wind and Rain,Indie Rock
Helium,139,Honeycomb,Indie Rock
Helium,110,Flower of the Apocalypse,Indie Rock
Jimi Hendrix,0,Who Knows,Classic Rock
Jimi Hendrix,0,Machine Gun,Classic Rock
Jimi Hendrix,0,Changes,Classic Rock
Jimi Hendrix,0,Power of Soul,Classic Rock
Jimi Hendrix,0,Message to Love,Classic Rock
Jimi Hendrix,0,We Gotta Live Together,Classic Rock
Jimi Hendrix,130,Hear My Train a Comin' (acoustic),Blues
Jimi Hendrix,154,Born Under a Bad Sign,Blues
Jimi Hendrix,98,Red House,Blues
Jimi Hendrix,100,Catfish Blues,Blues
Jimi Hendrix,164,Voodoo Chile Blues,Blues
Jimi Hendrix,110,Mannish Boy,Blues
Jimi Hendrix,130,Once I Had a Woman,Blues
Jimi Hendrix,93,Bleeding Heart,Blues
Jimi Hendrix,107,Jelly 292,Blues
Jimi Hendrix,150,Electric Church Red House,Blues
Jimi Hendrix,147,Hear My Train a Comin' (electric),Blues
Jimi Hendrix,130,Introduction,Rock
Jimi Hendrix,102,Message to Love,Rock
Jimi Hendrix,153,Hear My Train a Comin',Rock
Jimi Hendrix,107,Spanish Castle Magic,Rock
Jimi Hendrix,164,Red House,Rock
Jimi Hendrix,154,Lover Man,Rock
Jimi Hendrix,104,Foxy Lady,Rock
Jimi Hendrix,134,Jam Back at the House,Rock
Jimi Hendrix,108,Izabella,Rock
Jimi Hendrix,179,Fire,Rock
Jimi Hendrix,111,Voodoo Child (slight return),Rock
Jimi Hendrix,113,Star Spangled Banner,Rock
Jimi Hendrix,119,Purple Haze,Rock
Jimi Hendrix,135,Woodstock Improvisation,Rock
Jimi Hendrix,148,Villanova Junction,Rock
Jimi Hendrix,168,Hey Joe,Rock
The Jimi Hendrix Experience,109,Purple Haze,Psychedelic Rock
The Jimi Hendrix Experience,149,Manic Depression,Psychedelic Rock
The Jimi Hendrix Experience,168,Hey Joe,Psychedelic Rock
The Jimi Hendrix Experience,109,Love or Confusion,Psychedelic Rock
The Jimi Hendrix Experience,95,May This Be Love,Psychedelic Rock
The Jimi Hendrix Experience,109,I Don’t Live Today,Psychedelic Rock
The Jimi Hendrix Experience,159,The Wind Cries Mary,Psychedelic Rock
The Jimi Hendrix Experience,155,Fire,Psychedelic Rock
The Jimi Hendrix Experience,114,Third Stone From the Sun,Psychedelic Rock
The Jimi Hendrix Experience,97,Foxey Lady,Psychedelic Rock
The Jimi Hendrix Experience,164,Are You Experienced?,Psychedelic Rock
